review,sentiment,clean_review
"the movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .",1,movie plot almost entirely witless inane carrying every gag two three time beyond limit sustain laugh
"in between all the emotional seesawing , it 's hard to figure the depth of these two literary figures , and even the times in which they lived .",1,emotional seesawing hard figure depth two literary figure even time lived
"expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",1,expect major discovery stylish sizzle film sits square conviction touching good sense experience woman
"an exit sign , that is .",1,exit sign
"beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people .",1,beautifully crafted brutally honest promise offer unexpected window complexity middle east struggle humanity people
"entirely suspenseful , extremely well-paced and ultimately ... dare i say , entertaining !",1,entirely suspenseful extremely wellpaced ultimately dare say entertaining
just dreadful .,1,dreadful
"bill morrison 's decasia is uncompromising , difficult and unbearably beautiful .",1,bill morrison decasia uncompromising difficult unbearably beautiful
"a superlative b movie -- funny , sexy , and rousing .",1,superlative b movie funny sexy rousing
the advantage of a postapocalyptic setting is that it can be made on the cheap .,1,advantage postapocalyptic setting made cheap
"yet another genre exercise , gangster no. 1 is as generic as its title .",1,yet another genre exercise gangster generic title
"before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .",1,collapse exactly kind buddy cop comedy set lampoon anyway
"... while dark water is n't a complete wash -lrb- no pun intended -rrb- , watched side-by-side with ringu , it ultimately comes off as a pale successor .",1,dark water nt complete wash lrb pun intended rrb watched sidebyside ringu ultimately come pale successor
plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .,1,play dogged eventually winning squareness would make darling many kidsandfamilyoriented cable channel
"one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism .",1,one feel dimming certain ambition place sweetness clarity emotional openness recall classic early italian neorealism
"the script 's judgment and sense of weight is way , way off .",1,script judgment sense weight way way
"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",1,despite dry wit compassion film suffers philosophical emptiness maddeningly sedate pacing
is a mess .,1,mess
"adroit but finally a trifle flat , mad love does n't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .",1,adroit finally trifle flat mad love nt galvanize outrage way say jane campion might done least possesses
... quite endearing .,1,quite endearing
hip-hop prison thriller of stupefying absurdity .,1,hiphop prison thriller stupefying absurdity
a domestic melodrama with weak dialogue and biopic cliches .,1,domestic melodrama weak dialogue biopic cliche
a little better than sorcerer 's stone .,1,little better sorcerer stone
nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .,1,nothing short wonderful tenyearold female protagonist steadfast refusal set dualistic battle good evil
